Word;Strength;Weakness;Opportunity;Threat;Min;Max;Cat1;Cat2;Val1;Val2;Decision;Execution
Budget;87;13;57;43;0;100;S;O;87;57;S;Yes
Budget;66;34;27;73;0;100;S;T;66;73;T;No
Growth;89;11;45;55;0;100;S;T;89;55;S;Yes
Growth;71;29;88;12;0;100;S;O;71;88;O;Yes
Growth;41;59;73;27;0;100;W;O;59;73;O;Yes
Growth;80;20;56;44;0;100;S;O;80;56;S;Yes
Growth;25;75;61;39;0;100;W;O;75;61;W;No
Growth;30;70;51;49;0;100;W;O;70;51;W;No
Growth;63;37;11;89;0;100;S;T;63;89;T;No
Growth;32;68;88;12;0;100;W;O;68;88;O;Yes
Growth;57;43;25;75;0;100;S;T;57;75;T;No
Growth;7;93;34;66;0;100;W;T;93;66;W;No
Growth;72;28;52;48;0;100;S;O;72;52;S;Yes
Growth;37;63;90;10;0;100;W;O;63;90;O;Yes
Growth;85;15;38;62;0;100;S;T;85;62;S;Yes
Growth;76;24;40;60;0;100;S;T;76;60;S;Yes
Growth;88;12;78;22;0;100;S;O;88;78;S;Yes
Growth;98;2;68;32;0;100;S;O;98;68;S;Yes
Growth;61;39;50;50;0;100;S;T;61;50;S;Yes
Growth;84;16;3;97;0;100;S;T;84;97;T;No
Growth;12;88;94;6;0;100;W;O;88;94;O;Yes
Growth;12;88;90;10;0;100;W;O;88;90;O;Yes
Risk;55;45;56;44;0;100;S;O;55;56;O;Yes
Risk;13;87;87;13;0;100;W;O;87;87;O;Yes
Risk;54;46;43;57;0;100;S;T;54;57;T;No
Risk;52;48;62;38;0;100;S;O;52;62;O;Yes
Risk;43;57;38;62;0;100;W;T;57;62;T;No
Risk;74;26;18;82;0;100;S;T;74;82;T;No
Risk;92;8;21;79;0;100;S;T;92;79;S;Yes
Risk;42;58;92;8;0;100;W;O;58;92;O;Yes
Risk;45;55;33;67;0;100;W;T;55;67;T;No
Risk;82;18;8;92;0;100;S;T;82;92;T;No
Risk;20;80;63;37;0;100;W;O;80;63;W;No
Risk;62;38;88;12;0;100;S;O;62;88;O;Yes
Risk;81;19;89;11;0;100;S;O;81;89;O;Yes
Risk;52;48;40;60;0;100;S;T;52;60;T;No
Risk;77;23;37;63;0;100;S;T;77;63;S;Yes
Risk;88;12;49;51;0;100;S;T;88;51;S;Yes
Risk;43;57;40;60;0;100;W;T;57;60;T;No
Risk;20;80;46;54;0;100;W;T;80;54;W;No
Risk;76;24;60;40;0;100;S;O;76;60;S;Yes
Risk;15;85;72;28;0;100;W;O;85;72;W;No
Advantage;93;7;19;81;0;100;S;T;93;81;S;Yes
Advantage;0;100;19;81;0;100;W;T;100;81;W;No
Advantage;3;97;44;56;0;100;W;T;97;56;W;No
Advantage;41;59;55;45;0;100;W;O;59;55;W;No
Advantage;57;43;44;56;0;100;S;T;57;56;S;Yes
Advantage;80;20;22;78;0;100;S;T;80;78;S;Yes
Advantage;51;49;91;9;0;100;S;O;51;91;O;Yes
Advantage;17;83;37;63;0;100;W;T;83;63;W;No
Advantage;51;49;42;58;0;100;S;T;51;58;T;No
Advantage;75;25;84;16;0;100;S;O;75;84;O;Yes
Advantage;63;37;77;23;0;100;S;O;63;77;O;Yes
Advantage;46;54;85;15;0;100;W;O;54;85;O;Yes
Advantage;10;90;7;93;0;100;W;T;90;93;T;No
Advantage;7;93;89;11;0;100;W;O;93;89;W;No
Advantage;63;37;76;24;0;100;S;O;63;76;O;Yes
Advantage;78;22;49;51;0;100;S;T;78;51;S;Yes
Advantage;44;56;99;1;0;100;W;O;56;99;O;Yes
Advantage;66;34;95;5;0;100;S;O;66;95;O;Yes
Advantage;99;1;27;73;0;100;S;T;99;73;S;Yes
Advantage;8;92;28;72;0;100;W;T;92;72;W;No
Disadvantage;83;17;78;22;0;100;S;O;83;78;S;Yes
Disadvantage;73;27;27;73;0;100;S;T;73;73;T;No
Disadvantage;34;66;25;75;0;100;W;T;66;75;T;No
Disadvantage;32;68;40;60;0;100;W;T;68;60;W;No
Disadvantage;89;11;41;59;0;100;S;T;89;59;S;Yes
Disadvantage;65;35;83;17;0;100;S;O;65;83;O;Yes
Disadvantage;27;73;54;46;0;100;W;O;73;54;W;No
Disadvantage;73;27;51;49;0;100;S;O;73;51;S;Yes
Disadvantage;59;41;90;10;0;100;S;O;59;90;O;Yes
Disadvantage;41;59;63;37;0;100;W;O;59;63;O;Yes
Disadvantage;22;78;23;77;0;100;W;T;78;77;W;No
Disadvantage;52;48;55;45;0;100;S;O;52;55;O;Yes
Disadvantage;1;99;58;42;0;100;W;O;99;58;W;No
Disadvantage;17;83;89;11;0;100;W;O;83;89;O;Yes
Disadvantage;17;83;84;16;0;100;W;O;83;84;O;Yes
Disadvantage;19;81;53;47;0;100;W;O;81;53;W;No
Disadvantage;95;5;56;44;0;100;S;O;95;56;S;Yes
Disadvantage;9;91;96;4;0;100;W;O;91;96;O;Yes
Disadvantage;47;53;58;42;0;100;W;O;53;58;O;Yes
Disadvantage;16;84;6;94;0;100;W;T;84;94;T;No
Deficit;24;76;76;24;0;100;W;O;76;76;O;Yes
Deficit;21;79;61;39;0;100;W;O;79;61;W;No
Deficit;55;45;76;24;0;100;S;O;55;76;O;Yes
Deficit;60;40;33;67;0;100;S;T;60;67;T;No
Deficit;41;59;72;28;0;100;W;O;59;72;O;Yes
Deficit;78;22;56;44;0;100;S;O;78;56;S;Yes
Deficit;77;23;85;15;0;100;S;O;77;85;O;Yes
Deficit;50;50;88;12;0;100;W;O;50;88;O;Yes
Deficit;67;33;9;91;0;100;S;T;67;91;T;No
Deficit;8;92;30;70;0;100;W;T;92;70;W;No
Deficit;83;17;8;92;0;100;S;T;83;92;T;No
Deficit;59;41;17;83;0;100;S;T;59;83;T;No
Deficit;63;37;52;48;0;100;S;O;63;52;S;Yes
Deficit;40;60;36;64;0;100;W;T;60;64;T;No
Deficit;57;43;21;79;0;100;S;T;57;79;T;No
Deficit;60;40;19;81;0;100;S;T;60;81;T;No
Deficit;82;18;1;99;0;100;S;T;82;99;T;No
Deficit;64;36;95;5;0;100;S;O;64;95;O;Yes
Deficit;90;10;66;34;0;100;S;O;90;66;S;Yes
Deficit;9;91;35;65;0;100;W;T;91;65;W;No
Inflation;98;2;9;91;0;100;S;T;98;91;S;Yes
Inflation;28;72;91;9;0;100;W;O;72;91;O;Yes
Inflation;95;5;18;82;0;100;S;T;95;82;S;Yes
Inflation;71;29;5;95;0;100;S;T;71;95;T;No
Inflation;5;95;78;22;0;100;W;O;95;78;W;No
Inflation;67;33;88;12;0;100;S;O;67;88;O;Yes
Inflation;69;31;8;92;0;100;S;T;69;92;T;No
Inflation;2;98;89;11;0;100;W;O;98;89;W;No
Inflation;5;95;0;100;0;100;W;T;95;100;T;No
Inflation;17;83;25;75;0;100;W;T;83;75;W;No
Inflation;28;72;84;16;0;100;W;O;72;84;O;Yes
Inflation;61;39;76;24;0;100;S;O;61;76;O;Yes
Inflation;28;72;4;96;0;100;W;T;72;96;T;No
Inflation;87;13;69;31;0;100;S;O;87;69;S;Yes
Inflation;38;62;24;76;0;100;W;T;62;76;T;No
Inflation;92;8;51;49;0;100;S;O;92;51;S;Yes
Inflation;47;53;37;63;0;100;W;T;53;63;T;No
Inflation;72;28;49;51;0;100;S;T;72;51;S;Yes
Inflation;26;74;2;98;0;100;W;T;74;98;T;No
Inflation;43;57;16;84;0;100;W;T;57;84;T;No
