Word;Strength;Weakness;Opportunity;Threat;Min;Max;Cat1;Cat2;Val1;Val2;Decision;Execution
Budget;45;55;57;43;0;100;W;O;55;57;O;Yes
Budget;31;69;37;63;0;100;W;T;69;63;W;No
Budget;48;52;81;19;0;100;W;O;52;81;O;Yes
Budget;42;58;81;19;0;100;W;O;58;81;O;Yes
Budget;38;62;27;73;0;100;W;T;62;73;T;No
Budget;94;6;74;26;0;100;S;O;94;74;S;Yes
Budget;80;20;5;95;0;100;S;T;80;95;T;No
Budget;22;78;16;84;0;100;W;T;78;84;T;No
Budget;54;46;90;10;0;100;S;O;54;90;O;Yes
Budget;6;94;83;17;0;100;W;O;94;83;W;No
Budget;72;28;78;22;0;100;S;O;72;78;O;Yes
Budget;32;68;10;90;0;100;W;T;68;90;T;No
Budget;27;73;0;100;0;100;W;T;73;100;T;No
Budget;82;18;62;38;0;100;S;O;82;62;S;Yes
Budget;80;20;43;57;0;100;S;T;80;57;S;Yes
Budget;100;0;84;16;0;100;S;O;100;84;S;Yes
Budget;48;52;87;13;0;100;W;O;52;87;O;Yes
Budget;85;15;61;39;0;100;S;O;85;61;S;Yes
Growth;81;19;38;62;0;100;S;T;81;62;S;Yes
Growth;50;50;80;20;0;100;W;O;50;80;O;Yes
Growth;83;17;100;0;0;100;S;O;83;100;O;Yes
Growth;93;7;50;50;0;100;S;T;93;50;S;Yes
Growth;22;78;67;33;0;100;W;O;78;67;W;No
Growth;65;35;48;52;0;100;S;T;65;52;S;Yes
Growth;44;56;19;81;0;100;W;T;56;81;T;No
Growth;0;100;1;99;0;100;W;T;100;99;W;No
Growth;44;56;0;100;0;100;W;T;56;100;T;No
Growth;36;64;27;73;0;100;W;T;64;73;T;No
Growth;38;62;94;6;0;100;W;O;62;94;O;Yes
Growth;17;83;24;76;0;100;W;T;83;76;W;No
Growth;3;97;37;63;0;100;W;T;97;63;W;No
Growth;66;34;87;13;0;100;S;O;66;87;O;Yes
Growth;39;61;84;16;0;100;W;O;61;84;O;Yes
Growth;67;33;96;4;0;100;S;O;67;96;O;Yes
Growth;33;67;19;81;0;100;W;T;67;81;T;No
Growth;84;16;98;2;0;100;S;O;84;98;O;Yes
Growth;11;89;14;86;0;100;W;T;89;86;W;No
Growth;48;52;39;61;0;100;W;T;52;61;T;No
Risk;13;87;77;23;0;100;W;O;87;77;W;No
Risk;30;70;42;58;0;100;W;T;70;58;W;No
Risk;26;74;52;48;0;100;W;O;74;52;W;No
Risk;9;91;65;35;0;100;W;O;91;65;W;No
Risk;67;33;49;51;0;100;S;T;67;51;S;Yes
Risk;80;20;42;58;0;100;S;T;80;58;S;Yes
Risk;40;60;49;51;0;100;W;T;60;51;W;No
Risk;77;23;13;87;0;100;S;T;77;87;T;No
Risk;50;50;80;20;0;100;W;O;50;80;O;Yes
Risk;92;8;93;7;0;100;S;O;92;93;O;Yes
Risk;86;14;91;9;0;100;S;O;86;91;O;Yes
Risk;0;100;34;66;0;100;W;T;100;66;W;No
Risk;18;82;57;43;0;100;W;O;82;57;W;No
Risk;89;11;88;12;0;100;S;O;89;88;S;Yes
Risk;41;59;5;95;0;100;W;T;59;95;T;No
Risk;41;59;15;85;0;100;W;T;59;85;T;No
Risk;47;53;39;61;0;100;W;T;53;61;T;No
Risk;11;89;60;40;0;100;W;O;89;60;W;No
Risk;31;69;71;29;0;100;W;O;69;71;O;Yes
Risk;48;52;22;78;0;100;W;T;52;78;T;No
Advantage;85;15;59;41;0;100;S;O;85;59;S;Yes
Advantage;7;93;74;26;0;100;W;O;93;74;W;No
Advantage;85;15;79;21;0;100;S;O;85;79;S;Yes
Advantage;82;18;83;17;0;100;S;O;82;83;O;Yes
Advantage;13;87;32;68;0;100;W;T;87;68;W;No
Advantage;85;15;63;37;0;100;S;O;85;63;S;Yes
Advantage;56;44;5;95;0;100;S;T;56;95;T;No
Advantage;29;71;61;39;0;100;W;O;71;61;W;No
Advantage;99;1;99;1;0;100;S;O;99;99;O;Yes
Advantage;68;32;1;99;0;100;S;T;68;99;T;No
Advantage;20;80;86;14;0;100;W;O;80;86;O;Yes
Advantage;38;62;76;24;0;100;W;O;62;76;O;Yes
Advantage;33;67;49;51;0;100;W;T;67;51;W;No
Advantage;30;70;60;40;0;100;W;O;70;60;W;No
Advantage;52;48;28;72;0;100;S;T;52;72;T;No
Advantage;66;34;88;12;0;100;S;O;66;88;O;Yes
Advantage;88;12;95;5;0;100;S;O;88;95;O;Yes
Advantage;3;97;7;93;0;100;W;T;97;93;W;No
Advantage;15;85;38;62;0;100;W;T;85;62;W;No
Advantage;54;46;81;19;0;100;S;O;54;81;O;Yes
Disadvantage;39;61;89;11;0;100;W;O;61;89;O;Yes
Disadvantage;31;69;52;48;0;100;W;O;69;52;W;No
Disadvantage;97;3;8;92;0;100;S;T;97;92;S;Yes
Disadvantage;99;1;17;83;0;100;S;T;99;83;S;Yes
Disadvantage;83;17;76;24;0;100;S;O;83;76;S;Yes
Disadvantage;33;67;93;7;0;100;W;O;67;93;O;Yes
Disadvantage;35;65;71;29;0;100;W;O;65;71;O;Yes
Disadvantage;59;41;98;2;0;100;S;O;59;98;O;Yes
Disadvantage;2;98;37;63;0;100;W;T;98;63;W;No
Disadvantage;63;37;31;69;0;100;S;T;63;69;T;No
Disadvantage;63;37;75;25;0;100;S;O;63;75;O;Yes
Disadvantage;37;63;32;68;0;100;W;T;63;68;T;No
Disadvantage;90;10;4;96;0;100;S;T;90;96;T;No
Disadvantage;45;55;87;13;0;100;W;O;55;87;O;Yes
Disadvantage;32;68;48;52;0;100;W;T;68;52;W;No
Disadvantage;23;77;98;2;0;100;W;O;77;98;O;Yes
Disadvantage;78;22;10;90;0;100;S;T;78;90;T;No
Disadvantage;83;17;19;81;0;100;S;T;83;81;S;Yes
Disadvantage;40;60;26;74;0;100;W;T;60;74;T;No
Disadvantage;77;23;13;87;0;100;S;T;77;87;T;No
Deficit;93;7;77;23;0;100;S;O;93;77;S;Yes
Deficit;40;60;52;48;0;100;W;O;60;52;W;No
Deficit;15;85;66;34;0;100;W;O;85;66;W;No
Deficit;74;26;5;95;0;100;S;T;74;95;T;No
Deficit;21;79;83;17;0;100;W;O;79;83;O;Yes
Deficit;80;20;3;97;0;100;S;T;80;97;T;No
Deficit;16;84;73;27;0;100;W;O;84;73;W;No
Deficit;0;100;64;36;0;100;W;O;100;64;W;No
Deficit;23;77;22;78;0;100;W;T;77;78;T;No
Deficit;42;58;62;38;0;100;W;O;58;62;O;Yes
Deficit;31;69;17;83;0;100;W;T;69;83;T;No
Deficit;95;5;69;31;0;100;S;O;95;69;S;Yes
Deficit;56;44;55;45;0;100;S;O;56;55;S;Yes
Deficit;78;22;4;96;0;100;S;T;78;96;T;No
Deficit;97;3;42;58;0;100;S;T;97;58;S;Yes
Deficit;84;16;69;31;0;100;S;O;84;69;S;Yes
Deficit;25;75;59;41;0;100;W;O;75;59;W;No
Deficit;74;26;72;28;0;100;S;O;74;72;S;Yes
Deficit;71;29;92;8;0;100;S;O;71;92;O;Yes
Deficit;79;21;9;91;0;100;S;T;79;91;T;No
Inflation;67;33;99;1;0;100;S;O;67;99;O;Yes
Inflation;10;90;11;89;0;100;W;T;90;89;W;No
Inflation;59;41;70;30;0;100;S;O;59;70;O;Yes
Inflation;58;42;52;48;0;100;S;O;58;52;S;Yes
Inflation;88;12;41;59;0;100;S;T;88;59;S;Yes
Inflation;89;11;91;9;0;100;S;O;89;91;O;Yes
Inflation;21;79;83;17;0;100;W;O;79;83;O;Yes
Inflation;36;64;30;70;0;100;W;T;64;70;T;No
Inflation;86;14;12;88;0;100;S;T;86;88;T;No
Inflation;48;52;42;58;0;100;W;T;52;58;T;No
Inflation;85;15;76;24;0;100;S;O;85;76;S;Yes
Inflation;9;91;80;20;0;100;W;O;91;80;W;No
Inflation;39;61;19;81;0;100;W;T;61;81;T;No
Inflation;31;69;19;81;0;100;W;T;69;81;T;No
Inflation;45;55;45;55;0;100;W;T;55;55;T;No
Inflation;45;55;85;15;0;100;W;O;55;85;O;Yes
Inflation;13;87;71;29;0;100;W;O;87;71;W;No
Inflation;17;83;47;53;0;100;W;T;83;53;W;No
Inflation;88;12;59;41;0;100;S;O;88;59;S;Yes
Inflation;57;43;2;98;0;100;S;T;57;98;T;No
