Word;Tags;Strength;Weakness;Opportunity;Threat;Min;Max;Cat1;Cat2;Val1;Val2;Decision;Execution
Advantage;Franchise;12;88;60;40;0;100;W;O;88;60;W;No
Advantage;Investment,Franchise,Stocks;98;2;64;36;0;100;S;O;98;64;S;Yes
Advantage;Investment,Stocks;15;85;26;74;0;100;W;T;85;74;W;No
Advantage;Franchise,Stocks;6;94;22;78;0;100;W;T;94;78;W;No
Advantage;Franchise,Stocks;1;99;53;47;0;100;W;O;99;53;W;No
Disadvantage;Stocks;10;90;40;60;0;100;W;T;90;60;W;No
Disadvantage;Franchise;92;8;82;18;0;100;S;O;92;82;S;Yes
Disadvantage;Investment;57;43;64;36;0;100;S;O;57;64;O;Yes
Disadvantage;Investment,Franchise;33;67;83;17;0;100;W;O;67;83;O;Yes
Disadvantage;Investment,Stocks;90;10;80;20;0;100;S;O;90;80;S;Yes
Disadvantage;Franchise;9;91;4;96;0;100;W;T;91;96;T;No
Disadvantage;Investment,Franchise,Stocks;32;68;60;40;0;100;W;O;68;60;W;No
Disadvantage;Investment,Franchise,Stocks;63;37;87;13;0;100;S;O;63;87;O;Yes
Disadvantage;Investment;91;9;37;63;0;100;S;T;91;63;S;Yes
Disadvantage;Investment,Franchise;33;67;58;42;0;100;W;O;67;58;W;No
Disadvantage;Investment,Franchise;63;37;90;10;0;100;S;O;63;90;O;Yes
Disadvantage;Investment,Stocks;71;29;3;97;0;100;S;T;71;97;T;No
Disadvantage;Investment;46;54;25;75;0;100;W;T;54;75;T;No
Disadvantage;Franchise,Stocks;73;27;33;67;0;100;S;T;73;67;S;Yes
Disadvantage;Stocks;9;91;88;12;0;100;W;O;91;88;W;No
Disadvantage;Franchise;67;33;71;29;0;100;S;O;67;71;O;Yes
Disadvantage;Investment,Franchise,Stocks;73;27;38;62;0;100;S;T;73;62;S;Yes
Disadvantage;Investment,Stocks;21;79;40;60;0;100;W;T;79;60;W;No
Disadvantage;Franchise,Stocks;41;59;63;37;0;100;W;O;59;63;O;Yes
Disadvantage;Franchise,Stocks;90;10;41;59;0;100;S;T;90;59;S;Yes
Deficit;Stocks;5;95;80;20;0;100;W;O;95;80;W;No
Deficit;Franchise;6;94;4;96;0;100;W;T;94;96;T;No
Deficit;Investment;86;14;55;45;0;100;S;O;86;55;S;Yes
Deficit;Investment,Franchise;7;93;2;98;0;100;W;T;93;98;T;No
Deficit;Investment,Stocks;92;8;19;81;0;100;S;T;92;81;S;Yes
Deficit;Franchise;57;43;9;91;0;100;S;T;57;91;T;No
Deficit;Investment,Franchise,Stocks;49;51;74;26;0;100;W;O;51;74;O;Yes
Deficit;Investment,Franchise,Stocks;55;45;77;23;0;100;S;O;55;77;O;Yes
Deficit;Investment;56;44;52;48;0;100;S;O;56;52;S;Yes
Deficit;Investment,Franchise;15;85;81;19;0;100;W;O;85;81;W;No
Deficit;Investment,Franchise;33;67;49;51;0;100;W;T;67;51;W;No
Deficit;Investment,Stocks;89;11;64;36;0;100;S;O;89;64;S;Yes
Deficit;Investment;33;67;20;80;0;100;W;T;67;80;T;No
Deficit;Franchise,Stocks;93;7;89;11;0;100;S;O;93;89;S;Yes
Deficit;Stocks;74;26;65;35;0;100;S;O;74;65;S;Yes
Deficit;Franchise;61;39;37;63;0;100;S;T;61;63;T;No
Deficit;Investment,Franchise,Stocks;74;26;89;11;0;100;S;O;74;89;O;Yes
Deficit;Investment,Stocks;96;4;24;76;0;100;S;T;96;76;S;Yes
Deficit;Franchise,Stocks;52;48;99;1;0;100;S;O;52;99;O;Yes
Deficit;Franchise,Stocks;17;83;91;9;0;100;W;O;83;91;O;Yes
Inflation;Stocks;56;44;24;76;0;100;S;T;56;76;T;No
Inflation;Franchise;16;84;17;83;0;100;W;T;84;83;W;No
Inflation;Investment;65;35;51;49;0;100;S;O;65;51;S;Yes
Inflation;Investment,Franchise;25;75;100;0;0;100;W;O;75;100;O;Yes
Inflation;Investment,Stocks;58;42;38;62;0;100;S;T;58;62;T;No
Inflation;Franchise;26;74;81;19;0;100;W;O;74;81;O;Yes
Inflation;Investment,Franchise,Stocks;39;61;13;87;0;100;W;T;61;87;T;No
Inflation;Investment,Franchise,Stocks;86;14;28;72;0;100;S;T;86;72;S;Yes
Inflation;Investment;9;91;25;75;0;100;W;T;91;75;W;No
Inflation;Investment,Franchise;2;98;79;21;0;100;W;O;98;79;W;No
Inflation;Investment,Franchise;35;65;19;81;0;100;W;T;65;81;T;No
Inflation;Investment,Stocks;39;61;39;61;0;100;W;T;61;61;T;No
Inflation;Investment;90;10;83;17;0;100;S;O;90;83;S;Yes
Inflation;Franchise,Stocks;46;54;37;63;0;100;W;T;54;63;T;No
Inflation;Stocks;14;86;1;99;0;100;W;T;86;99;T;No
Inflation;Franchise;88;12;89;11;0;100;S;O;88;89;O;Yes
Inflation;Investment,Franchise,Stocks;53;47;87;13;0;100;S;O;53;87;O;Yes
Inflation;Investment,Stocks;38;62;11;89;0;100;W;T;62;89;T;No
Inflation;Franchise,Stocks;52;48;83;17;0;100;S;O;52;83;O;Yes
Inflation;Franchise,Stocks;98;2;32;68;0;100;S;T;98;68;S;Yes
